Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End
09/12/2015,R/2015/241,PEUGEOT,308  RCZ  3008  5008  508  807 & EXPERT III Van,FUEL MAY LEAK,The fuel heating device integrated in to the diesel fuel filter cover may be defective and allow heat to build up within the electrical supply connector causing the cover to distort and air to enter the fuel circuit. This could make the vehicles difficult to start and a warning light will be illuminated on the dash board. The engine could be difficult or not possible to start. In the worst cases  a diesel fuel leak could eventually appear.,Recall the vehicles that are likely to be affected and replace the fuel heater cover. Additionally the electrical connector will be inspected and where necessary replaced.,12833,ZZV,5008,VF3******CL068401,VF3******FZ001157,03/09/2012,19/12/2014
09/12/2015,R/2015/241,PEUGEOT,308  RCZ  3008  5008  508  807 & EXPERT III Van,FUEL MAY LEAK,The fuel heating device integrated in to the diesel fuel filter cover may be defective and allow heat to build up within the electrical supply connector causing the cover to distort and air to enter the fuel circuit. This could make the vehicles difficult to start and a warning light will be illuminated on the dash board. The engine could be difficult or not possible to start. In the worst cases  a diesel fuel leak could eventually appear.,Recall the vehicles that are likely to be affected and replace the fuel heater cover. Additionally the electrical connector will be inspected and where necessary replaced.,12833,ZZV,RCZ,VF3******CL068401,VF3******FZ001157,03/09/2012,19/12/2014
09/12/2015,R/2015/241,PEUGEOT,308  RCZ  3008  5008  508  807 & EXPERT III Van,FUEL MAY LEAK,The fuel heating device integrated in to the diesel fuel filter cover may be defective and allow heat to build up within the electrical supply connector causing the cover to distort and air to enter the fuel circuit. This could make the vehicles difficult to start and a warning light will be illuminated on the dash board. The engine could be difficult or not possible to start. In the worst cases  a diesel fuel leak could eventually appear.,Recall the vehicles that are likely to be affected and replace the fuel heater cover. Additionally the electrical connector will be inspected and where necessary replaced.,12833,ZZV,807,VF3******CL068401,VF3******FZ001157,03/09/2012,19/12/2014
09/12/2015,R/2015/241,PEUGEOT,308  RCZ  3008  5008  508  807 & EXPERT III Van,FUEL MAY LEAK,The fuel heating device integrated in to the diesel fuel filter cover may be defective and allow heat to build up within the electrical supply connector causing the cover to distort and air to enter the fuel circuit. This could make the vehicles difficult to start and a warning light will be illuminated on the dash board. The engine could be difficult or not possible to start. In the worst cases  a diesel fuel leak could eventually appear.,Recall the vehicles that are likely to be affected and replace the fuel heater cover. Additionally the electrical connector will be inspected and where necessary replaced.,12833,ZZV,508,VF3******CL068401,VF3******FZ001157,03/09/2012,19/12/2014
09/12/2015,R/2015/241,PEUGEOT,308  RCZ  3008  5008  508  807 & EXPERT III Van,FUEL MAY LEAK,The fuel heating device integrated in to the diesel fuel filter cover may be defective and allow heat to build up within the electrical supply connector causing the cover to distort and air to enter the fuel circuit. This could make the vehicles difficult to start and a warning light will be illuminated on the dash board. The engine could be difficult or not possible to start. In the worst cases  a diesel fuel leak could eventually appear.,Recall the vehicles that are likely to be affected and replace the fuel heater cover. Additionally the electrical connector will be inspected and where necessary replaced.,12833,ZZV,EXPERT III,VF3******CL068401,VF3******FZ001157,03/09/2012,19/12/2014
25/01/2008,R/2007/189,PEUGEOT,307,POTENTIAL LOSS OF ABS AND ESP FUNCTIONS,It has been identified that the operation of the  ABS/ESP braking unit may be affected by the ingress of water.,Recall likely to be affected vehicles to reinforce the resistance of the ABS/ESP unit to water. ,210973,,307,,,,
02/10/2006,R/2006/154,HONDA,CIVIC,ENGINE MAY CUT OUT AND OR FAIL TO START,It has been identified that the engine may fail to start  or may stall  and fail to restart. This situation is caused by the presence of water residue from the tank testing procedure  being left on the fuel pump wiring connector block. This situation can result in electrolytic corrosion of the connector terminals which may then break  thus interrupting the electrical supply to the fuel pump  with subsequent loss of fuel pressure. ,Recalled vehicles will be checked for the presence of corrosion and or water on the fuel pump connector block. Should this situation be found  the fuel pump assembly will be replaced. ,3038,,CIVIC,,,02/05/2006,28/06/2006
01/04/2014,R/2014/056,RENAULT TRUCKS UK LTD,Master III,LOSS OF DRIVE,The prop shaft to axle flange bolts may not be tightened to the correct torque. The condition could develop noise and vibration and if not corrected loss of drive.,Recall the vehicles that are likely to be affected to either re torque the prop shaft to axle flange mounting bolts or where necessary replace the nuts and bolts and apply the correct torque.,103,1AK,MASTER,VF6VGU6F444036874,VF6MFFGEG42701129,,
04/12/2009,R/2009/091,LAND ROVER,Defender,PARKING BRAKE MAY BECOME INEFFECTIVE,Parking brake efficiency can be impaired as a result of an incorrectly assembled oil seal at the transfer box output shaft allowing oil to contaminate the brake linings.,Recall the vehicles that are likely to be affected to inspect and where necessary fit a new oil seal  degrease the back plate and drum and replace the brake linings.,5003,P019,DEFENDER,SALLDHMS87A740136,SALLDVBS88A757662,07/06/2007,13/02/2008
24/08/2001,R/2001/084,RENAULT,Clio,ACCELERATOR CABLE CONCERN.,The accelerator cable may break and cause a sudden loss of engine power.,Recall affected vehicles and fit a modified accelerator cable.,105883,0A2M,CLIO,Various,,01/01/1998,28/12/1999
03/08/2011,R/2011/045,CHEVROLET USA,Chevrolet Corvette (with removable body-color roof,ROOF PANEL MAY DETACH,On models fitted with removable roofs  some roofs may not be bonded correctly.  The driver & occupants should receive warning of the issue in the form of noise and water leaks. Ultimately this could cause the roof to detach.,A new design roof panel is to be fitted.,315,09230B,CORVETTE,65100001,65133987,01/01/2006,31/12/2006
03/08/2011,R/2011/045,CHEVROLET USA,Chevrolet Corvette (with removable body-color roof,ROOF PANEL MAY DETACH,On models fitted with removable roofs  some roofs may not be bonded correctly.  The driver & occupants should receive warning of the issue in the form of noise and water leaks. Ultimately this could cause the roof to detach.,A new design roof panel is to be fitted.,315,09230B,CORVETTE,75100002,75104035,01/01/2007,31/12/2007
03/08/2011,R/2011/045,CHEVROLET USA,Chevrolet Corvette (with removable body-color roof,ROOF PANEL MAY DETACH,On models fitted with removable roofs  some roofs may not be bonded correctly.  The driver & occupants should receive warning of the issue in the form of noise and water leaks. Ultimately this could cause the roof to detach.,A new design roof panel is to be fitted.,315,09230B,CORVETTE,55100002,55137340,01/01/2005,31/12/2005
02/09/2009,R/2009/080,FIAT,Panda,FUEL MAY LEAK,There is a possibility that fuel may leak from a faulty recirculation pipe connector.,Recall affected vehicles to check  and if required  change pipe.,15,5385,PANDA,ZFA18800001103252,ZFA18800001117100,01/03/2009,31/05/2009
02/09/2009,R/2009/080,FIAT,Panda,FUEL MAY LEAK,There is a possibility that fuel may leak from a faulty recirculation pipe connector.,Recall affected vehicles to check  and if required  change pipe.,15,5385,PANDA,ZFA16900001380151,ZFA35000000194341,01/03/2009,31/05/2009
02/09/2009,R/2009/080,FIAT,Panda,FUEL MAY LEAK,There is a possibility that fuel may leak from a faulty recirculation pipe connector.,Recall affected vehicles to check  and if required  change pipe.,15,5385,PANDA,ZFA35000001954056,ZFA35000001954056,01/03/2009,31/05/2009
10/08/2007,R/2007/082,ALFA ROMEO,147 & GT 1.9 Multijet 16V,POSSIBILITY OF FIRE,There is a possibility that the fuel hose from the diesel filter to the high pressure pump may chafe on the fuel filter housing. In time  this could result in a fuel leak and the possibility of an engine compartment fire.,Recalled vehicles will have the routing of the hose checked  at which time if the hose is not damaged  a new bracket will be fitted to prevent chafing. If the hose is damaged  it will be replaced  in addition a new bracket will be fitted.,890,5121,GT,ZAR93700005196866,ZAR93700005243870,01/12/2005,30/06/2006
10/08/2007,R/2007/082,ALFA ROMEO,147 & GT 1.9 Multijet 16V,POSSIBILITY OF FIRE,There is a possibility that the fuel hose from the diesel filter to the high pressure pump may chafe on the fuel filter housing. In time  this could result in a fuel leak and the possibility of an engine compartment fire.,Recalled vehicles will have the routing of the hose checked  at which time if the hose is not damaged  a new bracket will be fitted to prevent chafing. If the hose is damaged  it will be replaced  in addition a new bracket will be fitted.,890,5121,147,ZAR93700005208396,ZAR93700005230016,01/10/2005,31/08/2006
10/08/2007,R/2007/082,ALFA ROMEO,147 & GT 1.9 Multijet 16V,POSSIBILITY OF FIRE,There is a possibility that the fuel hose from the diesel filter to the high pressure pump may chafe on the fuel filter housing. In time  this could result in a fuel leak and the possibility of an engine compartment fire.,Recalled vehicles will have the routing of the hose checked  at which time if the hose is not damaged  a new bracket will be fitted to prevent chafing. If the hose is damaged  it will be replaced  in addition a new bracket will be fitted.,890,5121,GT,ZAR93700003274558,ZAR93700003344882,01/12/2005,30/06/2006
10/08/2007,R/2007/082,ALFA ROMEO,147 & GT 1.9 Multijet 16V,POSSIBILITY OF FIRE,There is a possibility that the fuel hose from the diesel filter to the high pressure pump may chafe on the fuel filter housing. In time  this could result in a fuel leak and the possibility of an engine compartment fire.,Recalled vehicles will have the routing of the hose checked  at which time if the hose is not damaged  a new bracket will be fitted to prevent chafing. If the hose is damaged  it will be replaced  in addition a new bracket will be fitted.,890,5121,147,ZAR93700003312927,ZAR93700003345203,01/10/2005,31/08/2006
16/09/2015,RM/2015/026,HONDA MOTORCYCLES,CB500F  CBR500R,ENGINE MAY STALL,The fuel level gauge arm holder at the fuel pump may swell during hot weather riding conditions and may become weakened. Under the riding condition of deceleration and immediate acceleration  the fuel wave created inside the fuel tank causes higher load on the float arm and it could become detached from its holder. If the fuel float arm becomes detached it could result in  fuel indicator error  abnormal noise from fuel tank  or in worst case engine stall should the arm contact the fuel pump terminals.,Recall the machines that are likely to be affected and replace complete fuel pump /float arm unit.,2867,AS150003,CBR500,MLHPC44B3D5000783,MLHPC45B3F5202332,17/12/2012,27/05/2015
16/09/2015,RM/2015/026,HONDA MOTORCYCLES,CB500F  CBR500R,ENGINE MAY STALL,The fuel level gauge arm holder at the fuel pump may swell during hot weather riding conditions and may become weakened. Under the riding condition of deceleration and immediate acceleration  the fuel wave created inside the fuel tank causes higher load on the float arm and it could become detached from its holder. If the fuel float arm becomes detached it could result in  fuel indicator error  abnormal noise from fuel tank  or in worst case engine stall should the arm contact the fuel pump terminals.,Recall the machines that are likely to be affected and replace complete fuel pump /float arm unit.,2867,AS150003,CB500,MLHPC44B3D5000783,MLHPC45B3F5202332,17/12/2012,27/05/2015
30/11/2016,R/2016/250,JAGUAR,XF (2013 to 2015 Model Year Vehicles),FUEL MAY LEAK / RISK OF FIRE,It has been identified that the fuel delivery line/pipe may not have been installed to the correct specification.  This could result in the incorrect tolerance between the fuel line/pipe and the vehicle under shield and the body. This can result in a chaffing condition and fuel leak. This will be highlighted to the driver by either a smell of fuel or pooling of fuel under the vehicle. ,Recall the affected vehicles to inspect the clearance between the under shield and the body and carry out remedial work as required  which may only be the fitment of additional retaining clips or the replacement of any damaged fuel line/pipe.,149,J077,XF,SAJAA05M7DPS92080,SAJWA0FS7FPU88784,01/05/2013,15/06/2015
23/05/2017,R/2017/153,LAND ROVER,Discovery Sport (Petrol & Diesel) & Range Rover Evoque (diesel),LOCKING RING MAY BE INCORRECTLY ASSEMBLED,The locking ring retaining the fuel delivery module into the fuel tank may not have been correctly assembled onto the fuel tank during the tank assembly process. The driver may smell an increase in fuel odour and in some circumstances with the vehicle static  there could be liquid fuel underneath the rear of the vehicle  which in the presence of an ignition source could lead to a fire. It is also possible for fuel to leak onto the road surface  which  in the case of diesel fuel  can present a skid hazard to other road users increasing the risk of a crash.,Recall the vehicles that are likely to be affected and inspect the fuel pump module retaining ring ensuring it is tightened to the correct specification if required.,479,N030,RANGE ROVER EVOQUE,SALVA2BN7HH231474,SALVB2CNXHH232761,02/03/2017,07/03/2017
23/05/2017,R/2017/153,LAND ROVER,Discovery Sport (Petrol & Diesel) & Range Rover Evoque (diesel),LOCKING RING MAY BE INCORRECTLY ASSEMBLED,The locking ring retaining the fuel delivery module into the fuel tank may not have been correctly assembled onto the fuel tank during the tank assembly process. The driver may smell an increase in fuel odour and in some circumstances with the vehicle static  there could be liquid fuel underneath the rear of the vehicle  which in the presence of an ignition source could lead to a fire. It is also possible for fuel to leak onto the road surface  which  in the case of diesel fuel  can present a skid hazard to other road users increasing the risk of a crash.,Recall the vehicles that are likely to be affected and inspect the fuel pump module retaining ring ensuring it is tightened to the correct specification if required.,479,N030,DISCOVERY SPORT,SALCA2BN8HH690357,SALCA2AN6HH691251,02/03/2017,07/03/2017
09/09/2016,R/2016/212,VW,Passat,ELECTRONIC STABILITY CONTROL SYSTEM MAY FAIL,The electronic stability control (ESC)  unit may have not have been manufactured to the correct specification. This may cause the control unit to malfunction during operation,On affected vehicles check the ESC unit and where necessary replace.,5,45E4,PASSAT,WVWZZZ3CZFE523732,WVWZZZ3CZGP001588,20/05/2015,30/06/2015
08/09/2016,R/2016/183,MERCEDES BENZ,Sprinter,WINDOW ADHESION MAY NOT BE SUFFICIENTLY BONDED,In the event of an accident  the windows  bonded tie down rails and the super high roof (if fitted) could detach and increase the risk of injury due to the lack of adhesion of non-conforming paint.,Recall the vehicles that are likely to be affected and remove/install all bonded windows (excluding the windshield) and tie down rails and/or super high roof (if present)  as well as  repainting the corresponding bonding surfaces.,61,SRV1606,SPRINTER,WDB9061352N638892,WDB9061352N639650,01/03/2015,30/11/2015
08/09/2016,R/2016/183,MERCEDES BENZ,Sprinter,WINDOW ADHESION MAY NOT BE SUFFICIENTLY BONDED,In the event of an accident  the windows  bonded tie down rails and the super high roof (if fitted) could detach and increase the risk of injury due to the lack of adhesion of non-conforming paint.,Recall the vehicles that are likely to be affected and remove/install all bonded windows (excluding the windshield) and tie down rails and/or super high roof (if present)  as well as  repainting the corresponding bonding surfaces.,61,SRV1606,SPRINTER,WDB9066332P143460,WDB906332P211718,01/03/2015,30/11/2015
08/09/2016,R/2016/183,MERCEDES BENZ,Sprinter,WINDOW ADHESION MAY NOT BE SUFFICIENTLY BONDED,In the event of an accident  the windows  bonded tie down rails and the super high roof (if fitted) could detach and increase the risk of injury due to the lack of adhesion of non-conforming paint.,Recall the vehicles that are likely to be affected and remove/install all bonded windows (excluding the windshield) and tie down rails and/or super high roof (if present)  as well as  repainting the corresponding bonding surfaces.,61,SRV1606,SPRINTER,WDB9066331P172107,WDB9066331P172107,01/03/2015,30/11/2015
08/09/2016,R/2016/183,MERCEDES BENZ,Sprinter,WINDOW ADHESION MAY NOT BE SUFFICIENTLY BONDED,In the event of an accident  the windows  bonded tie down rails and the super high roof (if fitted) could detach and increase the risk of injury due to the lack of adhesion of non-conforming paint.,Recall the vehicles that are likely to be affected and remove/install all bonded windows (excluding the windshield) and tie down rails and/or super high roof (if present)  as well as  repainting the corresponding bonding surfaces.,61,SRV1606,SPRINTER,WDB9066352P154112,WDB9066352P209111,01/03/2015,30/11/2015
08/09/2016,R/2016/183,MERCEDES BENZ,Sprinter,WINDOW ADHESION MAY NOT BE SUFFICIENTLY BONDED,In the event of an accident  the windows  bonded tie down rails and the super high roof (if fitted) could detach and increase the risk of injury due to the lack of adhesion of non-conforming paint.,Recall the vehicles that are likely to be affected and remove/install all bonded windows (excluding the windshield) and tie down rails and/or super high roof (if present)  as well as  repainting the corresponding bonding surfaces.,61,SRV1606,SPRINTER,WDB9066372P184434,WDB9066572P207637,01/03/2015,30/11/2015
12/01/2004,R/2004/042,KNORR BREMSE,Optare Excel 2 and solo  and Dennis Eagle,STOPLIGHTS MAY STAY ON FOLLOWING BRAKE RELEASE.,There have been instances where the stop lights on a number of the above models have been found to remain on following brake release. Investigation of the concern  has attributed the situation to a lack of grease during production of the SL4 stop lamp switch ,To address the concern  affected vehicles will be re-worked by operators  under the terms of the Code of Practice  by the fitting of quality assured switches (2 per vehicle).,346,,SL4 STOP LIGHT SWITCH,,,,
20/06/2016,R/2016/106,SUZUKI,Swift,BRAKING EFFICIENCY MAY BE REDUCED,The rear calipers may not have been manufacturer to design specifications. as a result the seals may allow brake fluid to leak. This may affect brake efficiency but the  brake fluid  level warning light will illuminate before the reservoir is depleted .,On affected vehicles replace rear calipers,8045,4W-TS-0516-034,SWIFT,TSMNZA32S00519842,TSMNZD72S00636815,01/09/2014,22/12/2015
28/03/2006,RSPV/2006/006,YAMAHA,YFM250B  YFM350A  YFM350FA AND YFM450,POSSIBLE LOSS OF STEERING CONTROL,Under certain circumstances there is a possibility that the excessive wear may occur within the tie rod end which  in extreme cases may result in the joint failing and loss of steering control.,Recall the vehicles that are likely to be affected and replace the tie rod ends.,974,,YFM250,,,01/01/2005,31/12/2005
28/03/2006,RSPV/2006/006,YAMAHA,YFM250B  YFM350A  YFM350FA AND YFM450,POSSIBLE LOSS OF STEERING CONTROL,Under certain circumstances there is a possibility that the excessive wear may occur within the tie rod end which  in extreme cases may result in the joint failing and loss of steering control.,Recall the vehicles that are likely to be affected and replace the tie rod ends.,974,,YFM350,,,01/01/2005,31/12/2005
28/03/2006,RSPV/2006/006,YAMAHA,YFM250B  YFM350A  YFM350FA AND YFM450,POSSIBLE LOSS OF STEERING CONTROL,Under certain circumstances there is a possibility that the excessive wear may occur within the tie rod end which  in extreme cases may result in the joint failing and loss of steering control.,Recall the vehicles that are likely to be affected and replace the tie rod ends.,974,,YFM450,,,01/01/2005,31/12/2005
15/11/2011,R/2011/136,MERCEDES BENZ,Atego,FIRE MAY OCCUR,The electric heater of the charge air preheating system can overheat and a vehicle fire may occur.,Recall the vehicles that are likely to be affected to carry out modifications to the electrical actuation system of this heater.,1,C269,ATEGO,WDB9702232L223029,WDB9702232L223029,01/01/2007,31/12/2007
06/09/2018,R/2018/235,VAUXHALL,Insignia B,THE CLIP OF A FUEL LINE BUNDLE MAY CHAFE AGAINST THE FUEL PUMP RETURN HOSE,On a certain number of Insignia B - Model Year 18 the clip of a fuel line bundle might chafe against the fuel pump hose  resulting in fuel leaks and in the worst case in a risk of fire.,Vauxhall Authorised Repairers will check the hose routing  to turn the clip by 180° and to replace the hose and add a grommet to the fuel hose if necessary on all affected vehicles where the hose has signs of damage or leakage,2833,E181800110 (18-C-077),INSIGNIA B,W0LZM8EG1J1019019,W0VZT8EH3J1035869,19/01/2017,04/09/2017
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,MIDAS,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,SUSSEX,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,PALERMO,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,DORSET,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,INCA EL,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,NUEVO AND ES,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,LANCASHIRE AND ES,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,SYMBOL AND ES,,,,
10/05/2005,R/2005/060,AUTO-SLEEPERS LTD,MIDAS NUEVO & ES  SYMBOL AND ES  LANCASHIRE & ES  INCA EK  INCA EL  SUSSEX  DORSET AND PALERMO,REAR FIXING BOLTS FOR SWIVEL SEAT MAY FAIL,The rear fixing bolts for the FASP swivel seat can  in extreme circumstances  fail. If the bolts do fail the rear of the seat runners will no longer be attached to the floor pan. This concern was realised during industry wide testing.,Recall the vehicles that are likely to be affected and replace the 20mm 10.9 tensile strength allen key head bolts with 20mm 12.9 tensile strength Unbrako bolts.,545,,INCA EK,,,,
09/07/2018,R/2018/199,VOLVO BUS,B8R,FUEL TANK MOUNTING BRACKET JOINT BREAKS/CRACKS,On affected vehicles the fuel tank mounting bracket joint may break/crack  with the risk of the fuel tank dropping to the floor and parting from the fuel filler neck  resulting in fuel spillage (environmental contamination).,On affected vehicles the fuel tank mounting bracket is inspected  implementing welding reinforcement to the mounting bracket.,27,C5528,B8R,YV3T7U520EA163244,YV3T7U529JA189092,07/06/2013,10/10/2017
09/07/2018,R/2018/199,VOLVO BUS,B8R,FUEL TANK MOUNTING BRACKET JOINT BREAKS/CRACKS,On affected vehicles the fuel tank mounting bracket joint may break/crack  with the risk of the fuel tank dropping to the floor and parting from the fuel filler neck  resulting in fuel spillage (environmental contamination).,On affected vehicles the fuel tank mounting bracket is inspected  implementing welding reinforcement to the mounting bracket.,27,C5528,B8R,YV3T7U520EA163244,YV3T7U529JA189092,07/06/2013,10/10/2017
09/04/2007,R/2007/063,FORD,TRANSIT CONNECT,WHEEL NUTS COULD CRACK,It has been identified due to incorrect heat treatment that the wheel nuts may become brittle and develop a crack in the conical washer.,Recalled vehicles will have the wheel nuts replaced.,222,6u079,CONNECT,,,21/10/2006,03/11/2006
06/02/2018,R/2018/040,AUDI,A3 (8V),PASSENGER AIRBAG MAY NOT DEPLOY AS INTENDED,There is a possibility of a faulty weld on the gas generator. If the airbag is deployed  there is a risk that parts could be projected into the cabin with risk of injury to the occupants.,On affected vehicles replace the front passenger air bag module with a correctly manufactured version.,6,69U7,A3,WAUZZZ8V2F1056166,WAUZZZ8V8FA053434,01/07/2014,15/11/2014
28/07/2016,R/2016/178,TEMSA GLOBAL,MD9,HANDBRAKE MAY RELEASE UNINTENTIONALLY,The Hand Brake Valve handle automatic locking function may not maintain the park position. The handle may remain in the lock only temporarily and flip back from the parking position into the driving position in which case the vehicle can runaway.,Recall the vehicles that are likely to be affected and exchange the Hand Brake Valve with a quality assured unit.,27,GN-16053,MD9,NLTAPLJ6R01000003,NLTAPLJ6R01000030,,
15/12/2006,R/2006/150,JEEP,CHEROKEE,ENGINE MAY CUT OUT AND OR FAIL TO RESTART,It has been identified that the wireless control module may fail  with the result that the engine may fail to start or cut out.,Recalled vehicles will have the wireless control module replaced.,3300,F20,CHEROKEE,,,,
12/12/2003,R/2003/099,MAZDA,MPV/MX-5/MAZDA 6,FOG LAMP SECURITY CONCERN.,Repeated thermal expansion and shrinkage in use may cause the front fog light socket holder to become detached from the fog light case. As a consequence  an exposed hot bulb may come into contact with  part of the vehicle body or fittings. ,Attach a spring to the rear of the fog light to prevent the socket holder detaching from the fog light case.,28339,,6,JMZGG******100113,JMZGG******169924,,
12/12/2003,R/2003/099,MAZDA,MPV/MX-5/MAZDA 6,FOG LAMP SECURITY CONCERN.,Repeated thermal expansion and shrinkage in use may cause the front fog light socket holder to become detached from the fog light case. As a consequence  an exposed hot bulb may come into contact with  part of the vehicle body or fittings. ,Attach a spring to the rear of the fog light to prevent the socket holder detaching from the fog light case.,28339,,6,JMZGY******100039,JMZGY******127717,,
12/12/2003,R/2003/099,MAZDA,MPV/MX-5/MAZDA 6,FOG LAMP SECURITY CONCERN.,Repeated thermal expansion and shrinkage in use may cause the front fog light socket holder to become detached from the fog light case. As a consequence  an exposed hot bulb may come into contact with  part of the vehicle body or fittings. ,Attach a spring to the rear of the fog light to prevent the socket holder detaching from the fog light case.,28339,,MPV,JMZLW******200019,JMZLW******209838,,
12/12/2003,R/2003/099,MAZDA,MPV/MX-5/MAZDA 6,FOG LAMP SECURITY CONCERN.,Repeated thermal expansion and shrinkage in use may cause the front fog light socket holder to become detached from the fog light case. As a consequence  an exposed hot bulb may come into contact with  part of the vehicle body or fittings. ,Attach a spring to the rear of the fog light to prevent the socket holder detaching from the fog light case.,28339,,MX5,JMZNB18****100017,JMZNB18****314982,,
29/10/2009,R/2009/120,PEUGEOT,407 & 607,BRAKE PERFORMANCE MAY BE AFFECTED.,Residual low pressure persists in the power braking vacuum circuit which may result in the loss of power assistance when braking,Recall affected vehicles to fit a calibrated air vent in the vacuum circuit.,1186,,407,,,01/03/2004,31/05/2007
29/10/2009,R/2009/120,PEUGEOT,407 & 607,BRAKE PERFORMANCE MAY BE AFFECTED.,Residual low pressure persists in the power braking vacuum circuit which may result in the loss of power assistance when braking,Recall affected vehicles to fit a calibrated air vent in the vacuum circuit.,1186,,607,,,01/03/2004,31/05/2007
19/10/2015,RM/2015/032,KTM,2016 SX-F models,RISK OF FIRE,The moulded fuel hoses may not be to specification which can lead to fuel leakage. The fuel leakage can cause damage or in the worst case scenario fire.,Recall the machines that are likely to be affected and replace the fuel hoses.,166,TI/07/15/284/HQ,SX-F,VBKSXP431GM248373,VBKSXK431GM135915,30/06/2015,09/07/2015
